2307,0,239.58
2311,0,1010.42
2312,0,989.58
2315,0,20.83
2318,0,1041.67
2319,0,1041.67
2322,0,1041.67
2323,0,20.83
2325,0,906.25
2326,0,1041.67
2329,0,1041.67
2330,0,708.33
2331,0,270.83
2332,0,552.08
2336,0,187.5
2338,0,218.75
3751,0,281.25
3757,0,562.5
3758,0,239.58
3765,0,1020.83
3775,0,1041.67
3776,0,1041.67
3781,0,31.25
3787,0,1041.67
3788,0,1041.67
3791,0,812.5
3794,0,31.25
3799,0,1041.67
3800,0,1041.67
3803,0,1041.67
3804,0,385.42
3807,0,31.25
3811,0,1041.67
3812,0,1041.67
3816,0,968.75
3834,0,83.33
3843,0,229.17
3852,0,10.42
3853,0,229.17
3863,0,20.83
3873,0,31.25
3883,0,31.25
3891,0,177.08
3894,0,281.25
3899,0,270.83
3901,0,31.25
3903,0,31.25
3919,0,62.5
3920,0,322.92
3958,0,177.08
3968,0,166.67
5908,0,1041.67
5909,0,1031.25
5911,0,239.58
5920,0,1041.67
5921,0,1041.67
5924,0,697.92
5937,0,1041.67
5941,0,1041.67
5954,0,1041.67
5955,0,1041.67
5958,0,1041.67
5959,0,1041.67
5972,0,1041.67
5973,0,1041.67
5976,0,1041.67
5977,0,1041.67
5991,0,1041.67
5992,0,1041.67
5995,0,1041.67
5996,0,739.58
6112,0,322.92
6113,0,281.25
6125,0,229.17
6126,0,31.25
6150,0,322.92
6163,0,83.33
6164,0,20.83
6194,0,322.92
8876,0,10.42
8889,0,291.67
8890,0,20.83
8939,0,239.58
9074,0,1041.67
9095,0,572.92
9118,0,52.08
9129,0,1041.67
9148,0,1041.67
9159,0,83.33
9178,0,531.25
9179,0,20.83
9197,0,822.92
9198,0,333.33
9215,0,697.92
9233,0,500
9253,0,458.33
9254,0,218.75
9699,0,83.33
12729,0,333.33
12744,0,333.33
12803,0,125
13003,0,1041.67
13023,0,1041.67
13024,0,1041.67
13025,0,1041.67
13045,0,1041.67
13125,0,229.17
13146,0,1041.67
13147,0,1041.67
13172,0,1041.67
13173,0,1041.67
13200,0,1041.67
13227,0,1041.67
13228,0,1041.67
13233,0,322.92
13253,0,1041.67
13254,0,1041.67
13278,0,1041.67
13279,0,1041.67
13308,0,1041.67
13362,0,791.67
13364,0,333.33
13390,0,739.58
13393,0,83.33
13408,0,1041.67
13419,0,1041.67
13421,0,281.25
13422,0,62.5
13445,0,1041.67
13447,0,1041.67
13472,0,1041.67
13474,0,1041.67
13505,0,1041.67
13545,0,1041.67
13587,0,1041.67
13642,0,1041.67
18417,0,177.08
18430,0,1041.67
18431,0,1041.67
18451,0,1041.67
18452,0,1041.67
18453,0,1041.67
18454,0,802.08
18455,0,197.92
18473,0,1041.67
18474,0,1041.67
18475,0,1041.67
18477,0,1041.67
18498,0,1041.67
18499,0,1041.67
18500,0,1041.67
18519,0,1041.67
18520,0,1041.67
18522,0,1041.67
18523,0,1041.67
18542,0,1041.67
18543,0,1041.67
18545,0,1041.67
18660,0,1041.67
18661,0,1041.67
18691,0,1041.67
18692,0,1041.67
18723,0,1041.67
18724,0,1041.67
18728,0,1041.67
18757,0,1041.67
18758,0,1041.67
18761,0,1041.67
18789,0,1041.67
18790,0,1041.67
18821,0,1041.67
18822,0,1041.67
18855,0,1041.67
18859,0,1041.67
18893,0,1041.67
18943,0,83.33
18973,0,1041.67
18999,0,281.25
19028,0,1041.67
19084,0,1041.67
19086,0,1041.67
19143,0,1041.67
19145,0,1041.67
19203,0,1041.67
19205,0,1041.67
19209,0,83.33
19210,0,83.33
19269,0,1041.67
19271,0,1041.67
19334,0,1041.67
24620,0,93.75
24817,0,20.83
24845,0,83.33
24873,0,145.83
24903,0,177.08
24904,0,312.5
24934,0,291.67
24963,0,291.67
25023,0,208.33
25026,0,125
25027,0,239.58
25053,0,135.42
25054,0,208.33
25055,0,281.25
25058,0,93.75
25084,0,135.42
25087,0,354.17
25090,0,187.5
25091,0,93.75
25117,0,229.17
25118,0,291.67
25120,0,427.08
25123,0,281.25
25124,0,187.5
25126,0,20.83
25127,0,135.42
25128,0,250
25149,0,135.42
25154,0,562.5
25160,0,20.83
25182,0,187.5
25186,0,583.33
25187,0,656.25
25192,0,177.08
25193,0,83.33
25218,0,677.08
25220,0,656.25
25224,0,260.42
25225,0,177.08
25227,0,31.25
25228,0,145.83
25229,0,260.42
25242,0,135.42
25243,0,291.67
25248,0,802.08
25251,0,552.08
25257,0,31.25
25277,0,875
25281,0,552.08
25286,0,72.92
25295,0,927.08
25298,0,645.83
25301,0,291.67
25302,0,187.5
25304,0,41.67
25311,0,1041.67
25313,0,1020.83
25321,0,20.83
25322,0,41.67
25329,0,1041.67
25332,0,916.67
25347,0,1041.67
25349,0,895.83
25354,0,250
25370,0,312.5
25372,0,52.08
25387,0,187.5
25388,0,104.17
25401,0,177.08
25402,0,93.75
25450,0,125
25456,0,1041.67
25466,0,395.83
25467,0,177.08
25485,0,10.42
25497,0,93.75
25525,0,364.58
25536,0,1041.67
25543,0,135.42
25580,0,1041.67
25604,0,1041.67
25605,0,1041.67
25606,0,1041.67
25607,0,1041.67
25628,0,1041.67
25629,0,1041.67
25630,0,1041.67
25631,0,1041.67
25632,0,1041.67
25657,0,1041.67
25658,0,1041.67
25686,0,1041.67
25688,0,1041.67
25689,0,1041.67
25690,0,1041.67
25717,0,1041.67
25718,0,1041.67
25719,0,1041.67
25720,0,1041.67
25749,0,1041.67
25852,0,1041.67
25856,0,760.42
25886,0,1041.67
25890,0,1041.67
25893,0,229.17
25922,0,1041.67
25960,0,1041.67
25964,0,1041.67
25997,0,1041.67
26006,0,302.08
26037,0,1041.67
26046,0,52.08
26047,0,52.08
26094,0,1041.67
26147,0,1041.67
26644,0,72.92
26970,0,125
27349,0,302.08
27410,0,302.08
27472,0,52.08
32923,0,52.08
32925,0,260.42
32991,0,145.83
32992,0,260.42
33064,0,20.83
33102,0,135.42
33104,0,333.33
33138,0,52.08
33140,0,250
33177,0,239.58
33215,0,197.92
33216,0,302.08
33252,0,125
33289,0,20.83
33290,0,197.92
33327,0,31.25
33365,0,83.33
33480,0,208.33
33484,0,1041.67
33485,0,1041.67
33524,0,1041.67
